,State,Gender,Specialty
11494,FL,M,Psychiatry
11495,CA,M,Optometry
11496,TX,M,Internal Medicine
11497,CA,F,Student in an Organized Health Care Education/Training Program
11498,MN,M,Otolaryngology
11499,NY,F,Internal Medicine
11500,MT,M,Family Practice
11501,MD,M,Pulmonary Disease
11502,TN,M,Family Practice
11503,AR,F,Family Practice
11504,AZ,F,Nurse Practitioner
11505,AZ,F,Internal Medicine
11506,CA,M,Dentist
11507,TX,M,Anesthesiology
11508,FL,M,Nurse Practitioner
11509,IN,M,Nurse Practitioner
11510,MN,M,Dentist
11511,CT,M,Gastroenterology
11512,FL,F,Physician Assistant
11513,ID,F,Physician Assistant
11514,TX,M,Internal Medicine
11515,NY,M,Internal Medicine
11516,KY,M,Internal Medicine
11517,MD,M,Nurse Practitioner
11518,NV,F,Nurse Practitioner
11519,NY,F,Nurse Practitioner
11520,OK,M,Nurse Practitioner
11521,CA,M,Emergency Medicine
11522,AZ,M,Dentist
11523,FL,M,Dentist
11524,WA,F,Nurse Practitioner
11525,NJ,F,Nurse Practitioner
11526,SC,M,Family Practice
11527,MA,M,Dentist
11528,MI,M,Nurse Practitioner
11529,ID,F,Dentist
11530,TX,M,Gastroenterology
11531,AL,M,Internal Medicine
11532,KS,M,Psychiatry & Neurology
11533,WA,F,Family Practice
11534,RI,F,Student in an Organized Health Care Education/Training Program
11535,CA,M,Pain Management
11536,TX,F,Neurology
11537,OK,F,Nurse Practitioner
11538,CO,M,Physician Assistant
11539,HI,F,Dentist
11540,OH,M,Family Practice
11541,OR,M,Dentist
11542,OR,F,Specialist
11543,MA,M,Obstetrics/Gynecology
11544,FL,M,Internal Medicine
11545,AL,F,Nurse Practitioner
11546,GA,F,Medical Oncology
11547,CA,M,Student in an Organized Health Care Education/Training Program
11548,ID,M,Family Practice
11549,CA,M,Dentist
11550,TN,M,Podiatry
11551,ID,F,Nephrology
11552,IL,M,Dentist
11553,FL,M,Cardiology
11554,CA,F,Internal Medicine
11555,ME,M,Internal Medicine
11556,TX,M,Family Practice
11557,CT,M,Dentist
11558,CA,M,Family Practice
11559,NY,F,Psychiatry & Neurology
11560,HI,F,Dermatology
11561,OH,F,General Surgery
11562,AR,M,Dentist
11563,MD,F,Ophthalmology
11564,IN,M,Pulmonary Disease
11565,IN,F,Emergency Medicine
11566,MN,F,Internal Medicine
11567,PA,F,Nurse Practitioner
11568,CA,M,Pediatric Medicine
11569,OH,M,Internal Medicine
11570,ME,M,Hematology/Oncology
11571,PA,M,Nephrology
11572,DE,M,Neurology
11573,CA,F,Dentist
11574,OH,M,Nurse Practitioner
11575,MN,F,Physician Assistant
11576,NH,F,Internal Medicine
11577,VA,M,Dentist
11578,CO,M,Internal Medicine
11579,TN,F,Radiation Oncology
11580,PA,M,Family Practice
11581,MI,F,Physician Assistant
11582,IA,F,Dentist
11583,MO,M,Internal Medicine
11584,TX,M,Nephrology
11585,PA,M,Neurology
11586,NJ,M,Internal Medicine
11587,KY,F,Nurse Practitioner
11588,NY,F,Nurse Practitioner
11589,KY,F,Nurse Practitioner
11590,AZ,F,Internal Medicine
11591,AL,F,Neurology
11592,FL,M,Physician Assistant
11593,WI,F,Nurse Practitioner
11594,WV,F,Physician Assistant
11595,IN,F,Dentist
11596,IL,M,Dentist
11597,FL,M,Internal Medicine
11598,MA,F,Psychiatry
11599,IL,F,Dentist
11600,FL,M,Dentist
11601,LA,M,Dentist
11602,WI,F,Student in an Organized Health Care Education/Training Program
11603,TX,F,Family Practice
11604,MA,F,Nurse Practitioner
11605,CA,M,Orthopedic Surgery
11606,PA,M,Physician Assistant
11607,NY,M,Internal Medicine
11608,NJ,M,Dentist
11609,NY,F,Nephrology
11610,TX,M,Vascular Surgery
11611,NM,M,Internal Medicine
11612,RI,M,Gastroenterology
11613,FL,M,Dermatology
11614,MN,F,Physician Assistant
11615,MN,M,Family Practice
11616,PA,F,Optometry
11617,MD,M,Internal Medicine
11618,CT,F,Dentist
11619,AL,F,Nurse Practitioner
11620,HI,M,Nephrology
11621,TX,M,Gastroenterology
11622,IL,M,Urology
11623,KY,M,Nurse Practitioner
11624,MI,F,Family Practice
11625,MI,M,Family Practice
11626,IL,M,Obstetrics/Gynecology
11627,LA,M,Internal Medicine
11628,CA,M,Internal Medicine
11629,FL,F,Family Practice
11630,AR,M,Dentist
11631,AZ,M,Cardiology
11632,CT,M,Family Practice
11633,FL,F,Nurse Practitioner
11634,NY,F,Nurse Practitioner
11635,MI,F,Family Practice
11636,TN,F,Optometry
11637,NJ,M,Cardiology
11638,WA,M,Radiation Oncology
11639,CA,M,Dentist
11640,WA,M,Dentist
11641,SC,M,Family Practice
11642,GA,F,Urology
11643,FL,M,Optometry
11644,NY,M,Psychiatry & Neurology
11645,AZ,F,Family Practice
11646,ID,F,Nurse Practitioner
11647,WI,M,Nurse Practitioner
11648,NY,M,Cardiology
11649,CA,M,Internal Medicine
11650,CA,M,Certified Clinical Nurse Specialist
11651,MI,M,Dentist
11652,TX,F,Internal Medicine
11653,IN,F,Internal Medicine
11654,AZ,M,Internal Medicine
11655,LA,F,Obstetrics/Gynecology
11656,IN,M,Ophthalmology
11657,MO,M,Orthopedic Surgery
11658,MO,M,Vascular Surgery
11659,CA,F,Family Practice
11660,NY,M,Ophthalmology
11661,OH,F,Oral & Maxillofacial Surgery
11662,WI,F,Nurse Practitioner
11663,FL,M,Family Practice
11664,IL,F,Hematology/Oncology
11665,AZ,M,Dentist
11666,PA,F,Family Practice
11667,TX,F,Podiatry
11668,MS,F,Physical Medicine and Rehabilitation
11669,WI,M,Allergy/Immunology
11670,WA,F,Family Practice
11671,KY,F,Nurse Practitioner
11672,SC,M,Family Practice
11673,AZ,M,Dentist
11674,FL,M,Physician Assistant
11675,WV,M,Gastroenterology
11676,IN,F,Physician Assistant
11677,IN,M,Family Practice
11678,CA,M,Internal Medicine
11679,AR,M,Nurse Practitioner
11680,ID,F,Nurse Practitioner
11681,CA,M,General Practice
11682,MO,M,Family Practice
11683,SC,M,Cardiology
11684,NY,F,Nurse Practitioner
11685,CA,M,Internal Medicine
11686,IN,M,Emergency Medicine
11687,AZ,M,Obstetrics/Gynecology
11688,KY,F,Dentist
11689,SC,F,Nurse Practitioner
11690,CT,M,Family Practice
11691,TX,M,Family Practice
11692,NJ,M,Urology
11693,MI,M,Internal Medicine
11694,MO,M,Orthopedic Surgery
11695,CA,F,Physician Assistant
11696,FL,M,Internal Medicine
11697,MO,M,Physician Assistant
11698,IA,F,Dentist
11699,IL,F,Dermatology
11700,AZ,M,Student in an Organized Health Care Education/Training Program
11701,PA,M,Family Practice
11702,IN,M,Internal Medicine
11703,TX,M,Family Practice
11704,KY,M,Orthopedic Surgery
11705,FL,M,Cardiology
11706,CA,M,Family Practice
11707,PA,F,Psychiatry & Neurology
11708,FL,M,Neurology
11709,PA,M,Dentist
11710,PR,M,Vascular Surgery
11711,CA,M,Dentist
11712,WI,M,Family Practice
11713,NJ,F,Family Practice
11714,MA,F,Hematology/Oncology
11715,ME,M,Orthopedic Surgery
11716,AZ,F,Internal Medicine
11717,PR,F,Dermatology
11718,CO,M,Pulmonary Disease
11719,PA,M,Physical Medicine and Rehabilitation
11720,TX,M,General Surgery
11721,TX,M,Dentist
11722,CA,M,Gastroenterology
11723,PA,F,Physician Assistant
11724,PA,F,Physician Assistant
11725,CA,M,Internal Medicine
11726,IN,M,Vascular Surgery
11727,TX,M,Plastic and Reconstructive Surgery
11728,SC,M,Physician Assistant
11729,TN,F,Nurse Practitioner
11730,VA,M,Family Practice
11731,MO,F,Family Practice
11732,IL,M,Internal Medicine
11733,FL,M,General Surgery
11734,NJ,F,Physician Assistant
11735,NY,F,Dentist
11736,FL,F,Internal Medicine
11737,CO,F,Family Practice
11738,MO,F,Nurse Practitioner
11739,NJ,F,Psychiatry
11740,OR,M,Ophthalmology
11741,NE,M,Dentist
11742,CA,M,Otolaryngology
11743,CT,F,Colorectal Surgery (formerly proctology)
11744,MN,M,Family Practice
11745,OR,M,Emergency Medicine
11746,OH,F,Nurse Practitioner
11747,IL,F,Nurse Practitioner
11748,CA,M,Optometry
11749,PA,M,Dentist
11750,AZ,F,Nurse Practitioner
11751,NJ,M,Pulmonary Disease
11752,TX,M,Podiatry
11753,CO,M,Family Practice
11754,TX,F,Certified Clinical Nurse Specialist
11755,TN,F,Physician Assistant
11756,OH,F,Rheumatology
11757,CA,F,Obstetrics/Gynecology
11758,LA,F,Dentist
11759,IL,M,Nephrology
11760,UT,F,Physician Assistant
11761,CA,M,Physician Assistant
11762,VA,M,Nephrology
11763,TN,M,Dentist
11764,FL,M,Emergency Medicine
11765,NC,F,Nurse Practitioner
11766,MO,F,Nurse Practitioner
11767,NY,M,Endocrinology
11768,MD,M,Ophthalmology
11769,MD,F,Oral Surgery (dentists only)
11770,KY,M,Physician Assistant
11771,MA,F,Certified Clinical Nurse Specialist
11772,MT,M,Emergency Medicine
11773,FL,F,Hematology/Oncology
11774,AL,M,Dentist
11775,WA,F,Physician Assistant
11776,PR,F,Physical Medicine and Rehabilitation
11777,NC,F,Family Practice
11778,TX,F,Internal Medicine
11779,LA,M,Emergency Medicine
11780,ME,F,Physician Assistant
11781,NC,M,Dentist
11782,MA,F,Optometry
11783,MN,F,Nurse Practitioner
11784,MD,F,Plastic and Reconstructive Surgery
11785,LA,F,Student in an Organized Health Care Education/Training Program
11786,TX,M,Physician Assistant
11787,CA,F,Nurse Practitioner
11788,MD,M,Hospitalist
11789,MD,M,Physician Assistant
11790,CA,M,Family Practice
11791,AZ,F,Nurse Practitioner
11792,AZ,F,Neurology
11793,CT,M,Emergency Medicine
11794,NY,M,Student in an Organized Health Care Education/Training Program
11795,MA,M,Internal Medicine
11796,NY,F,Family Practice
11797,CA,F,Student in an Organized Health Care Education/Training Program
11798,AL,M,Family Practice
11799,MO,M,Physician Assistant
11800,WA,F,Physician Assistant
11801,NY,M,Family Practice
11802,IN,M,Emergency Medicine
11803,FL,M,Family Practice
11804,KS,M,Psychiatry
11805,MO,M,Internal Medicine
11806,CA,M,Pathology
11807,OH,M,Internal Medicine
11808,OR,M,Psychiatry & Neurology
11809,NC,M,Urology
11810,VA,F,Emergency Medicine
11811,LA,M,Orthopedic Surgery
11812,NY,F,Physician Assistant
11813,PA,M,Orthopedic Surgery
11814,IL,M,Gastroenterology
11815,CA,F,Obstetrics/Gynecology
11816,LA,F,Dentist
11817,OH,M,Family Practice
11818,MO,M,Internal Medicine
11819,CT,F,Student in an Organized Health Care Education/Training Program
11820,PA,F,Psychiatry
11821,TN,F,Nurse Practitioner
11822,NY,F,Hematology/Oncology
11823,WA,F,Family Practice
11824,NY,M,Podiatry
11825,MN,M,Emergency Medicine
11826,AL,M,Podiatry
11827,DE,M,Nephrology
11828,GA,M,Family Practice
11829,IL,F,Certified Clinical Nurse Specialist
11830,WI,F,Internal Medicine
11831,CA,F,Physician Assistant
11832,NY,M,Cardiology
11833,AZ,F,Family Practice
11834,PA,M,Neurology
11835,NJ,M,Dentist
11836,CA,M,Internal Medicine
11837,TN,F,Internal Medicine
11838,PA,F,Family Practice
11839,GA,M,Hand Surgery
11840,TX,M,Psychiatry
11841,NY,F,Physician Assistant
11842,SC,F,Physician Assistant
11843,TX,F,Physician Assistant
11844,WI,F,Dentist
11845,NY,M,Internal Medicine
11846,CA,M,Psychiatry & Neurology
11847,OK,M,Physician Assistant
11848,CT,M,Neurology
11849,NC,M,Emergency Medicine
11850,CA,M,Dentist
11851,NC,M,Ophthalmology
11852,MI,F,Family Practice
11853,WA,M,Optometry
11854,CA,F,Family Practice
11855,FL,M,Internal Medicine
11856,MS,F,Nurse Practitioner
11857,SC,M,Ophthalmology
11858,FL,M,Internal Medicine
11859,CA,M,Radiation Oncology
11860,VA,M,Internal Medicine
11861,TX,M,Physical Medicine and Rehabilitation
11862,TN,M,Dentist
11863,IL,M,Internal Medicine
11864,PA,F,Physician Assistant
11865,CA,M,Physician Assistant
11866,TX,M,Urology
11867,WA,M,Internal Medicine
11868,FL,F,Internal Medicine
11869,OH,F,Nurse Practitioner
11870,NE,F,Anesthesiology
11871,MA,M,Dentist
11872,MD,F,Rheumatology
11873,DC,F,Nurse Practitioner
11874,CO,F,Emergency Medicine
11875,NJ,M,Neurology
11876,SD,F,Nurse Practitioner
11877,NC,F,Physician Assistant
11878,MA,M,Obstetrics/Gynecology
11879,IL,M,Cardiac Electrophysiology
11880,FL,M,Critical Care (Intensivists)
11881,CA,F,Internal Medicine
11882,WI,M,Otolaryngology
11883,FL,M,Internal Medicine
11884,IL,M,Podiatry
11885,TX,M,Physician Assistant
11886,TN,F,Internal Medicine
11887,GA,M,Ophthalmology
11888,NY,F,Podiatry
11889,CT,M,Student in an Organized Health Care Education/Training Program
11890,NY,M,Student in an Organized Health Care Education/Training Program
11891,AZ,M,Dentist
11892,CA,M,Interventional Radiology
11893,NJ,M,Anesthesiology
11894,AZ,F,Psychiatry
11895,SC,F,Physician Assistant
11896,FL,M,Podiatry
11897,TN,M,Oral Surgery (dentists only)
11898,MO,M,Student in an Organized Health Care Education/Training Program
11899,TX,F,Nurse Practitioner
11900,AZ,F,Nurse Practitioner
11901,MA,M,Gastroenterology
11902,NY,F,Dentist
11903,MD,F,Dermatology
11904,NC,F,Nurse Practitioner
11905,OH,F,Student in an Organized Health Care Education/Training Program
11906,TN,F,Nurse Practitioner
11907,TN,M,Internal Medicine
11908,TX,M,Dentist
11909,CA,M,Dermatology
11910,MI,M,Pediatric Medicine
11911,FL,M,Dentist
11912,CA,M,Internal Medicine
11913,PA,M,Otolaryngology
11914,GA,F,Family Practice
11915,CA,F,Physician Assistant
11916,NY,F,Dentist
11917,OH,M,Podiatry
11918,WA,M,Urology
11919,OK,M,Physician Assistant
11920,PA,M,Orthopedic Surgery
11921,OR,M,Pulmonary Disease
11922,CA,M,Physician Assistant
11923,SC,F,General Surgery
11924,GA,M,Family Practice
11925,MA,M,Physical Medicine and Rehabilitation
11926,NY,F,Psychiatry & Neurology
11927,CA,M,Neuropsychiatry
11928,NY,F,Physician Assistant
11929,MA,M,Cardiology
11930,OH,M,Hematology/Oncology
11931,FL,M,Family Practice
11932,CA,M,Emergency Medicine
11933,NH,M,Cardiology
11934,VA,M,Internal Medicine
11935,TN,M,General Surgery
11936,MA,F,Family Practice
11937,PA,F,Physician Assistant
11938,ND,F,Nurse Practitioner
11939,OR,F,Allergy/Immunology
11940,MO,M,Dentist
11941,PR,F,Internal Medicine
11942,CA,M,Obstetrics/Gynecology
11943,IA,M,Physician Assistant
11944,TN,M,Rheumatology
11945,IL,F,Hematology/Oncology
11946,MI,M,Dentist
11947,ID,M,Emergency Medicine
11948,SC,F,Physician Assistant
11949,MA,M,Nephrology
11950,GA,M,Family Practice
11951,WI,M,Orthopedic Surgery
11952,NY,M,Psychiatry & Neurology
11953,NM,M,Ophthalmology
11954,PA,M,Cardiology
11955,NC,M,Cardiology
11956,TX,M,Optometry
11957,AZ,F,Physician Assistant
11958,CA,F,Family Practice
11959,CO,F,Internal Medicine
11960,OH,M,Internal Medicine
11961,NC,M,Internal Medicine
11962,TN,M,Vascular Surgery
11963,SC,M,Psychiatry
11964,WI,F,Nurse Practitioner
11965,IA,M,Cardiology
11966,GA,M,Family Practice
11967,KS,F,Nurse Practitioner
11968,MI,M,Psychiatry
11969,CA,M,Emergency Medicine
11970,AL,F,Family Practice
11971,MD,F,Internal Medicine
11972,IL,M,Internal Medicine
11973,MO,M,Orthopedic Surgery
11974,NJ,M,Ophthalmology
11975,PA,M,Emergency Medicine
11976,AZ,M,Hospitalist
11977,NY,M,General Surgery
11978,TX,M,Dentist
11979,MA,F,Nurse Practitioner
11980,WI,F,Nurse Practitioner
11981,NY,M,Pulmonary Disease
11982,PA,M,Internal Medicine
11983,FL,M,General Surgery
11984,NJ,M,Internal Medicine
11985,NE,M,Obstetrics/Gynecology
11986,MN,F,Maxillofacial Surgery
11987,PA,M,Optometry
11988,TN,M,Neurology
11989,IN,M,Family Practice
11990,TX,F,Nurse Practitioner
11991,IL,M,Otolaryngology
11992,NY,F,Nurse Practitioner
11993,FL,F,Dermatology
11994,FL,M,Ophthalmology
11995,KY,F,Nurse Practitioner
11996,FL,M,Internal Medicine
11997,KY,M,Cardiology
11998,WI,M,Family Practice
11999,WI,M,Cardiology
12000,FL,F,Psychiatry
12001,CA,M,Dentist
12002,KY,M,Internal Medicine
12003,VA,F,Psychiatry
12004,LA,M,Internal Medicine
12005,NY,M,Pulmonary Disease
12006,KS,F,Certified Clinical Nurse Specialist
12007,CA,F,Family Practice
12008,MN,M,Hematology/Oncology
12009,WV,M,Gastroenterology
12010,NY,M,Gastroenterology
12011,FL,M,Critical Care (Intensivists)
12012,PA,F,Dentist
12013,TX,M,Hematology/Oncology
12014,MA,M,Physician Assistant
12015,OH,F,Dentist
12016,LA,M,Dentist
12017,IN,M,Internal Medicine
12018,AR,M,Family Practice
12019,NY,M,Internal Medicine
12020,FL,M,Family Practice
12021,NY,F,Neurosurgery
12022,CA,F,Family Practice
12023,TX,M,Internal Medicine
12024,SC,F,Physician Assistant
12025,FL,F,Oral Surgery (dentists only)
12026,WA,M,Pulmonary Disease
12027,CT,F,Ophthalmology
12028,MD,M,Physical Medicine and Rehabilitation
12029,MA,M,Obstetrics/Gynecology
12030,PR,M,Cardiology
12031,AZ,M,Family Practice
12032,NH,M,Internal Medicine
12033,NC,M,Dentist
12034,NY,M,Nurse Practitioner
12035,NJ,M,Internal Medicine
12036,AR,F,Nurse Practitioner
12037,GA,F,General Surgery
12038,IL,M,Podiatry
12039,MO,M,Student in an Organized Health Care Education/Training Program
12040,IL,F,Optometry
12041,IN,M,Cardiology
12042,ME,F,Family Practice
12043,NJ,M,Obstetrics/Gynecology
12044,NC,F,General Surgery
12045,HI,M,Sports Medicine
12046,NY,M,Dentist
12047,TX,F,Dermatology
12048,TN,M,Ophthalmology
12049,PA,F,Emergency Medicine
12050,NY,F,Psychiatry & Neurology
12051,KY,M,Cardiology
12052,AZ,M,Cardiology
12053,MN,M,Optometry
12054,CA,M,Psychiatry
12055,VA,M,Nurse Practitioner
12056,VA,M,Otolaryngology
12057,MI,M,Psychiatry
12058,MI,M,Internal Medicine
12059,TN,F,Nurse Practitioner
12060,IL,F,Internal Medicine
12061,VA,M,Psychiatry & Neurology
12062,CO,M,Dentist
12063,TX,M,Optometry
12064,MD,F,Nurse Practitioner
12065,OR,F,Physician Assistant
12066,CA,F,Pharmacist
12067,AL,F,Physical Medicine and Rehabilitation
12068,MI,F,Dentist
12069,MI,M,Gastroenterology
12070,NC,M,Cardiac Electrophysiology
12071,MA,M,Psychiatry
12072,TX,M,Dermatology
12073,CA,M,Internal Medicine
12074,NY,M,Family Practice
12075,MD,F,Allergy/Immunology
12076,WA,M,Gastroenterology
12077,UT,F,Certified Nurse Midwife
12078,WV,M,Dermatology
12079,IN,M,Physician Assistant
12080,IL,F,Internal Medicine
12081,CO,M,Family Practice
12082,MO,M,Dentist
12083,CA,F,General Surgery
12084,OR,M,Obstetrics/Gynecology
12085,IN,M,Dentist
12086,MO,M,Interventional Pain Management
12087,PA,M,Hematology/Oncology
12088,MD,F,Physician Assistant
12089,FL,M,Physician Assistant
12090,AR,M,Gastroenterology
12091,NY,M,Student in an Organized Health Care Education/Training Program
12092,CA,M,Family Practice
12093,IL,M,Podiatry
12094,CA,F,Emergency Medicine
12095,PA,M,Family Practice
12096,TX,F,Pediatric Medicine
12097,IN,M,Dentist
12098,NY,F,Nurse Practitioner
12099,NY,M,Internal Medicine
12100,CA,F,Surgical Oncology
12101,TX,M,Physician Assistant
12102,DE,F,Dermatology
12103,IL,M,Student in an Organized Health Care Education/Training Program
12104,TX,M,Allergy/Immunology
12105,PA,F,Physician Assistant
12106,CA,M,Optometry
12107,PR,M,Orthopedic Surgery
12108,OK,F,Internal Medicine
12109,TX,F,Ophthalmology
12110,NJ,M,Cardiology
12111,IL,F,Family Practice
12112,OH,M,Anesthesiology
12113,CA,F,Internal Medicine
12114,MO,F,Family Practice
12115,TX,F,Family Practice
12116,WA,F,Nurse Practitioner
12117,NJ,F,Emergency Medicine
12118,VA,M,Emergency Medicine
12119,OR,M,Hematology/Oncology
12120,LA,M,Obstetrics/Gynecology
12121,MA,M,Internal Medicine
12122,UT,M,Pain Management
12123,MD,M,Urology
12124,VA,F,Nurse Practitioner
12125,KS,M,Dentist
12126,ME,F,Physician Assistant
12127,NC,F,Emergency Medicine
12128,MT,F,Dentist
12129,MD,M,Urology
12130,NV,M,Emergency Medicine
12131,FL,F,Dentist
12132,KS,M,Plastic and Reconstructive Surgery
12133,CA,M,Neurology
12134,PA,M,Nephrology
12135,NJ,F,Internal Medicine
12136,NM,F,Nurse Practitioner
12137,AZ,M,Dentist
12138,CA,F,Physician Assistant
12139,NC,M,Interventional Pain Management
12140,CA,F,General Practice
12141,CA,F,Internal Medicine
12142,WI,M,Orthopedic Surgery
12143,IA,F,Physician Assistant
12144,NY,M,Family Practice
12145,FL,M,Psychiatry
12146,PA,M,Anesthesiology
12147,AZ,M,Internal Medicine
12148,CT,M,Dentist
12149,MO,M,Hematology/Oncology
12150,CO,M,Dentist
12151,NC,F,Physician Assistant
12152,NC,F,Physician Assistant
12153,VA,F,Nurse Practitioner
12154,MD,M,Ophthalmology
12155,TX,F,Family Practice
12156,MD,F,Psychiatry
12157,OH,M,Internal Medicine
12158,NJ,F,Internal Medicine
12159,NJ,M,Oral Surgery (dentists only)
12160,NC,F,Psychiatry
12161,TN,M,Emergency Medicine
12162,IL,M,Emergency Medicine
12163,SC,M,Ophthalmology
12164,NV,M,Internal Medicine
12165,RI,F,Nurse Practitioner
12166,MO,M,Gastroenterology
12167,NY,M,Medical Oncology
12168,WY,M,General Practice
12169,CO,M,Gastroenterology
12170,NY,F,Cardiology
12171,IL,M,Dentist
12172,CT,M,Internal Medicine
12173,CA,M,Internal Medicine
12174,TX,F,Internal Medicine
12175,FL,M,Obstetrics/Gynecology
12176,CA,F,Nurse Practitioner
12177,TX,M,Dentist
12178,OR,F,Podiatry
12179,NY,F,Oral Surgery (dentists only)
12180,NM,M,Emergency Medicine
12181,PA,F,Nurse Practitioner
12182,PA,M,Gastroenterology
12183,MI,M,Family Practice
12184,NC,F,Optometry
12185,CO,M,Family Practice
12186,TX,F,Student in an Organized Health Care Education/Training Program
12187,NC,M,Physician Assistant
12188,WI,M,Neurology
12189,NV,F,Family Practice
12190,NV,F,Nurse Practitioner
12191,MO,M,Dentist
12192,NV,M,General Surgery
12193,VA,M,Orthopedic Surgery
12194,AZ,M,Dentist
12195,OH,F,Physician Assistant
12196,OK,M,Obstetrics/Gynecology
12197,TX,M,Family Practice
12198,WA,F,Family Practice
12199,MI,M,Urology
12200,VA,M,Family Practice
12201,FL,F,Nurse Practitioner
12202,NC,F,Internal Medicine
12203,FL,F,Nurse Practitioner
12204,MO,F,Family Practice
12205,OR,M,Orthopaedic Surgery
12206,TN,M,Rheumatology
12207,IA,M,Family Practice
12208,FL,M,Nephrology
12209,WA,M,Medical Oncology
12210,IN,M,Emergency Medicine
12211,PA,M,Maxillofacial Surgery
12212,CA,M,General Surgery
